n,time-seconds
235,0.0001565830
236,0.0001559170
237,0.0001430410
238,0.0001573750
239,0.0001731250
240,0.0001432500
241,0.0001513330
242,0.0001629580
243,0.0001522500
244,0.0001626670
245,0.0001673340
246,0.0001572500
247,0.0001560830
248,0.0001723750
249,0.0001550830
250,0.0001497920
251,0.0001464160
252,0.0001729170
253,0.0001753750
254,0.0001645420
255,0.0001608750
256,0.0001912920
257,0.0001665420
258,0.0001672920
259,0.0001602920
260,0.0001547080
261,0.0001698750
262,0.0001700830
263,0.0001579170
264,0.0001625830
265,0.0001609580
266,0.0001572080
267,0.0001667080
268,0.0001702920
269,0.0001886250
270,0.0001732500
271,0.0001610000
272,0.0001606670
273,0.0001982080
274,0.0001650410
275,0.0001859580
276,0.0003502090
277,0.0002236250
278,0.0001679160
279,0.0001993750
280,0.0001998330
281,0.0001892080
282,0.0001759580
283,0.0001804590
284,0.0001695420
285,0.0001827500
286,0.0001817080
287,0.0001674590
288,0.0001724580
289,0.0001700830
290,0.0002025840
291,0.0001772500
292,0.0001737500
293,0.0001749580
294,0.0001782920
295,0.0001775410
296,0.0001738340
297,0.0001810830
298,0.0001806670
299,0.0001876250
300,0.0002062080
301,0.0001805830
302,0.0001794170
303,0.0001841670
304,0.0001829580
305,0.0002034170
306,0.0001806670
307,0.0001896250
308,0.0001869580
309,0.0002007910
310,0.0001845410
311,0.0001882500
312,0.0001886660
313,0.0001900830
314,0.0001792080
315,0.0001916250
316,0.0001880000
317,0.0002083750
318,0.0001992080
319,0.0002018750
320,0.0002062080
321,0.0002415830
322,0.0002106670
323,0.0002537090
324,0.0002073330
325,0.0001955420
326,0.0002056670
327,0.0001959590
328,0.0002111250
329,0.0001906250
330,0.0001997920
331,0.0001941250
332,0.0001997920
333,0.0002015420
334,0.0001997910
335,0.0002032920
336,0.0002061670
337,0.0002032920
338,0.0002055000
339,0.0001935000
340,0.0006299160
341,0.0002238330
342,0.0002281670
343,0.0002264160
344,0.0002209170
345,0.0002312080
346,0.0002212080
347,0.0002189160
348,0.0002333750
349,0.0002510420
350,0.0002365420
351,0.0002569590
352,0.0002390420
353,0.0002488330
354,0.0002215000
355,0.0002234590
356,0.0002250830
357,0.0002351250
358,0.0002263750
359,0.0002303330
360,0.0002325840
361,0.0002305830
362,0.0002340000
363,0.0002295420
364,0.0002260410
365,0.0002259580
366,0.0002300840
367,0.0002249160
368,0.0002447090
369,0.0002465840
370,0.0002532090
371,0.0002432080
372,0.0002591250
373,0.0002372090
374,0.0002654580
375,0.0002437920
376,0.0002380830
377,0.0002198750
378,0.0002488340
379,0.0002479170
380,0.0002511670
381,0.0002585840
382,0.0002530000
383,0.0002546250
384,0.0002806660
385,0.0002690000
386,0.0002767080
387,0.0002851670
388,0.0002477500
389,0.0002435000
390,0.0002520840
391,0.0002677500
392,0.0002437920
393,0.0002572920
394,0.0002361250
395,0.0002475420
396,0.0002376250
397,0.0002410000
398,0.0002573330
399,0.0002482500
400,0.0002540000
401,0.0002536660
402,0.0002771250
403,0.0002762920
404,0.0002791670
405,0.0002577500
406,0.0002614590
407,0.0002779170
408,0.0003578330
409,0.0002785000
410,0.0003031670
411,0.0002755000
412,0.0002691250
413,0.0002742090
414,0.0002537920
415,0.0002684170
416,0.0002593330
417,0.0002556660
418,0.0002754170
419,0.0002690000
420,0.0002749160
421,0.0002765000
422,0.0002609580
423,0.0002733750
424,0.0002615830
425,0.0002758750
426,0.0002642500
427,0.0002705000
428,0.0003026660
429,0.0002852500
430,0.0002777910
431,0.0002684160
432,0.0002796250
433,0.0002772080
434,0.0002820000
435,0.0002853330
436,0.0002952910
437,0.0002912500
438,0.0002907920
439,0.0002878330
440,0.0003010830
441,0.0003019170
442,0.0002823330
443,0.0002914580
444,0.0002852500
445,0.0003016670
446,0.0002966250
447,0.0002860420
448,0.0002925420
449,0.0002972500
450,0.0003098340
451,0.0003119580
452,0.0003293750
453,0.0003403750
454,0.0003320000
455,0.0003648340
456,0.0003233750
457,0.0003206670
458,0.0003522500
459,0.0003632920
460,0.0003276670
461,0.0003495840
462,0.0003217920
463,0.0003190840
464,0.0007741250
465,0.0003307080
466,0.0003148340
467,0.0003195840
468,0.0003128330
469,0.0003149170
470,0.0003205000
471,0.0003183340
472,0.0003200840
473,0.0003353750
474,0.0003297910
475,0.0003467080
476,0.0003490420
477,0.0003373330
478,0.0003669580
479,0.0003196670
480,0.0003309590
481,0.0003360000
482,0.0003493340
483,0.0003295830
484,0.0003430000
485,0.0003506250
486,0.0003473330
487,0.0003401250
488,0.0003437500
489,0.0003410000
490,0.0003453330
491,0.0003521250
492,0.0003469590
493,0.0003491250
494,0.0003591670
495,0.0003535420
496,0.0003682090
497,0.0003852910
498,0.0003715420
499,0.0003739580
500,0.0004334160
501,0.0004030830
502,0.0003777920
503,0.0003557920
504,0.0003617080
505,0.0003465830
506,0.0003882500
507,0.0003513750
508,0.0003562500
509,0.0003640000
510,0.0003717920
511,0.0004017090
512,0.0004732920
513,0.0003962080
514,0.0003958750
515,0.0004034580
516,0.0003794580
517,0.0003801250
518,0.0003792910
519,0.0003603750
520,0.0003558750
521,0.0003661660
522,0.0003710830
523,0.0003695000
524,0.0003715420
525,0.0003553750
526,0.0003743750
527,0.0003635000
528,0.0004072090
529,0.0003655000
530,0.0003738330
531,0.0004099580
532,0.0003890840
533,0.0003824580
534,0.0003671670
535,0.0003826660
536,0.0003812090
537,0.0003874590
538,0.0003849160
539,0.0004308340
540,0.0004844580
541,0.0004216250
542,0.0004395830
543,0.0005293340
544,0.0004492080
545,0.0003966250
546,0.0003915830
547,0.0003992500
548,0.0003891660
549,0.0004057090
550,0.0003955830
551,0.0004065000
552,0.0004030830
553,0.0004118330
554,0.0003999160
555,0.0004022500
556,0.0004204160
557,0.0004028330
558,0.0004115840
559,0.0004107920
560,0.0004059580
561,0.0004027910
562,0.0004039580
563,0.0004282080
564,0.0004344170
565,0.0004172080
566,0.0004279170
567,0.0004240420
568,0.0004157920
569,0.0004418330
570,0.0004299580
571,0.0004377910
572,0.0004251670
573,0.0004214590
574,0.0004343750
575,0.0004677500
576,0.0004564170
577,0.0004504170
578,0.0005305840
579,0.0004631250
580,0.0004838750
581,0.0004540840
582,0.0004470000
583,0.0004465830
584,0.0004993750
585,0.0004441250
586,0.0004431250
587,0.0004523750
588,0.0004359170
589,0.0004322500
590,0.0008788750
591,0.0004578750
592,0.0004342080
593,0.0004557090
594,0.0005162500
595,0.0004682910
596,0.0004547080
597,0.0004701250
598,0.0004734160
599,0.0004655000
600,0.0004500000
601,0.0004561670
602,0.0004687500
603,0.0004687500
604,0.0004912500
605,0.0005367500
606,0.0005387090
607,0.0004780830
608,0.0004810420
609,0.0005052500
610,0.0005507920
611,0.0005823340
612,0.0005212500
613,0.0005482080
614,0.0005200000
615,0.0005423340
616,0.0005321250
617,0.0005334170
618,0.0005944160
619,0.0005180410
620,0.0004856250
621,0.0005228330
622,0.0005395830
623,0.0004932080
624,0.0004944580
625,0.0005012080
626,0.0004931250
627,0.0004854160
628,0.0005115830
629,0.0005151250
630,0.0005032080
631,0.0005005410
632,0.0005166670
633,0.0005225000
634,0.0005025840
635,0.0005096250
636,0.0005038330
637,0.0005150830
638,0.0005117920
639,0.0005168750
640,0.0006008750
641,0.0007054170
642,0.0006002920
643,0.0005587910
644,0.0005329170
645,0.0005320000
646,0.0005482500
647,0.0005135000
648,0.0005297090
649,0.0005391250
650,0.0005287920
651,0.0005463340
652,0.0005323750
653,0.0005338330
654,0.0005310420
655,0.0005238750
656,0.0005274590
657,0.0005292910
658,0.0005532920
659,0.0005474580
660,0.0005535840
661,0.0005384170
662,0.0005349590
663,0.0005284590
664,0.0005646250
665,0.0005459580
666,0.0005445000
667,0.0005398750
668,0.0005535420
669,0.0006087910
670,0.0006407920
671,0.0006058330
672,0.0005637080
673,0.0005636250
674,0.0005560420
675,0.0005620840
676,0.0005548750
677,0.0005669590
678,0.0005666250
679,0.0005947920
680,0.0005739160
681,0.0005713340
682,0.0005805000
683,0.0005750000
684,0.0005962500
685,0.0005711250
686,0.0005922500
687,0.0005980000
688,0.0005911250
689,0.0005946250
690,0.0005808750
691,0.0005783330
692,0.0005924160
693,0.0005891250
694,0.0006010410
695,0.0005837920
696,0.0006194170
697,0.0006407090
698,0.0006170420
699,0.0007005000
700,0.0006492920
701,0.0006060420
702,0.0006473340
703,0.0006145420
704,0.0006067080
705,0.0006303750
706,0.0006356660
707,0.0006121670
708,0.0006237500
709,0.0006627080
710,0.0006003330
711,0.0006395000
712,0.0006152920
713,0.0006293330
714,0.0006277080
715,0.0006261250
716,0.0010675830
717,0.0006332910
718,0.0006190410
719,0.0006242500
720,0.0006276660
721,0.0006550830
722,0.0006907090
723,0.0006697920
724,0.0007897920
725,0.0007163750
726,0.0006465000
727,0.0006327910
728,0.0006338750
729,0.0006489580
730,0.0006574580
731,0.0006319160
732,0.0006660410
733,0.0006844580
734,0.0006550420
735,0.0006437920
736,0.0006595000
737,0.0006722080
738,0.0006995410
739,0.0006620840
740,0.0006623750
741,0.0006807080
742,0.0006787500
743,0.0006687080
744,0.0006547080
745,0.0006785830
746,0.0007497500
747,0.0007588750
748,0.0006962910
749,0.0007113330
750,0.0006897500
751,0.0006895830
752,0.0006875830
753,0.0006746250
754,0.0006862090
755,0.0006939170
756,0.0006849580
757,0.0006886670
758,0.0007263750
759,0.0007022080
760,0.0006977500
761,0.0007146250
762,0.0007206250
763,0.0006987500
764,0.0007097080
765,0.0007534170
766,0.0007037080
767,0.0007015000
768,0.0007550000
769,0.0008201250
770,0.0008579170
771,0.0008400000
772,0.0007439580
773,0.0007282080
774,0.0007316670
775,0.0007162080
776,0.0007204160
777,0.0007620420
778,0.0007685830
779,0.0007208750
780,0.0007187500
781,0.0007261670
782,0.0007527080
783,0.0007320420
784,0.0007322080
785,0.0007692090
786,0.0007428340
787,0.0007272910
788,0.0007395830
789,0.0007504160
790,0.0007897500
791,0.0007696660
792,0.0008885000
793,0.0008345830
794,0.0007524590
795,0.0007488330
796,0.0007526250
797,0.0007597080
798,0.0007482920
799,0.0007500410
800,0.0008071250
801,0.0012285000
802,0.0007755420
803,0.0007718340
804,0.0008176250
805,0.0007607080
806,0.0007862080
807,0.0007739160
808,0.0007778330
809,0.0007748750
810,0.0008113750
811,0.0008664590
812,0.0008465830
813,0.0007947080
814,0.0007869580
815,0.0007795830
816,0.0007787500
817,0.0007762500
818,0.0007813750
819,0.0008030000
820,0.0007746250
821,0.0008422500
822,0.0008067080
823,0.0008117920
824,0.0007960000
825,0.0008027920
826,0.0007888330
827,0.0007977080
828,0.0008333750
829,0.0008035420
830,0.0008357920
831,0.0009225000
832,0.0008854170
833,0.0008213340
834,0.0008482500
835,0.0008166660
836,0.0008254580
837,0.0008056250
838,0.0008367080
839,0.0008313750
840,0.0008588330
841,0.0008210000
842,0.0008324590
843,0.0008488330
844,0.0008626660
845,0.0008227920
846,0.0008488750
847,0.0008518340
848,0.0008369170
849,0.0008268330
850,0.0012481250
851,0.0034208330
852,0.0028498330
853,0.0029035420
854,0.0031995420
855,0.0030946250
856,0.0010757080
857,0.0008906670
858,0.0009363340
859,0.0013827500
860,0.0016723330
861,0.0010197910
862,0.0010380420
863,0.0009379170
864,0.0008954170
865,0.0009230410
866,0.0008794170
867,0.0008844590
868,0.0008804590
869,0.0008740830
870,0.0008905420
871,0.0010282910
872,0.0009646670
873,0.0008942920
874,0.0008768330
875,0.0008926250
876,0.0008807500
877,0.0009343750
878,0.0008939580
879,0.0008965000
880,0.0008895000
881,0.0008947500
882,0.0009149170
883,0.0009533330
884,0.0009090830
885,0.0013256660
886,0.0009064580
887,0.0009082500
888,0.0010287500
889,0.0010129580
890,0.0009290000
891,0.0009167920
892,0.0009168750
893,0.0009312090
894,0.0009155000
895,0.0009585420
896,0.0009707080
897,0.0009657080
898,0.0010418750
899,0.0010244590
900,0.0009936670
901,0.0009795420
902,0.0009482920
903,0.0009459590
904,0.0009651660
905,0.0009946660
906,0.0011243330
907,0.0010383330
908,0.0009579170
909,0.0009577920
910,0.0009635830
911,0.0009627080
912,0.0010223330
913,0.0009589580
914,0.0009659170
915,0.0009788340
916,0.0009900420
917,0.0009823750
918,0.0010001250
919,0.0010028750
920,0.0009889160
921,0.0010585420
922,0.0010944580
923,0.0010919580
924,0.0010043340
925,0.0009996670
926,0.0009895420
927,0.0009909590
928,0.0010647080
929,0.0009856660
930,0.0009906660
931,0.0010140410
932,0.0010327090
933,0.0010418750
934,0.0010589170
935,0.0010113750
936,0.0010145000
937,0.0010896250
938,0.0011277080
939,0.0011241660
940,0.0010276250
941,0.0010296250
942,0.0010145000
943,0.0010214580
944,0.0010615000
945,0.0010442500
946,0.0010276670
947,0.0010453750
948,0.0010300420
949,0.0010330840
950,0.0010641660
951,0.0010291250
952,0.0010733750
953,0.0011016250
954,0.0012730000
955,0.0010602500
956,0.0010574580
957,0.0010394170
958,0.0010781250
959,0.0010551670
960,0.0010889160
961,0.0010559160
962,0.0010612910
963,0.0010672080
964,0.0010607500
965,0.0011001670
966,0.0010615840
967,0.0010864170
968,0.0011289590
969,0.0018005410
970,0.0010899160
971,0.0010860830
972,0.0010842500
973,0.0010915420
974,0.0010899580
975,0.0011326250
976,0.0011127500
977,0.0011212920
978,0.0010966250
979,0.0010930420
980,0.0010983750
981,0.0011245410
982,0.0011795000
983,0.0012350420
984,0.0011812920
985,0.0011425830
986,0.0011059580
987,0.0011017910
988,0.0011104580
989,0.0011396660
990,0.0011424590
991,0.0011413750
992,0.0011431670
993,0.0011237080
994,0.0011199580
995,0.0011455000
996,0.0012112500
997,0.0013090000
998,0.0012171250
999,0.0011371670
1000,0.0011371250
